name,category,rating,review,city,lat,lng
"Puthenthode Beach","tourist attraction",4.5,"","kochi",9.869611099999998,76.2630556
"Pallithodu beach","tourist attraction",4.2,"","kochi",9.8696135,76.26306679999999
"HALF°MOON BEACH KOCHI","tourist attraction",4.5,"","kochi",9.8695659,76.2630987
"ILLIKKAL JUNCTION","tourist attraction",4.4,"","kochi",9.8828661,76.28690370000001
"Kumbalam Thevera View Point","tourist attraction",4.4,"","kochi",9.9201328,76.3052597
"Kumbalangi Kavaru Spot","tourist attraction",4.3,"","kochi",9.873649000000002,76.284958
"KANNAMALY PUTHENTHODE BEACH ENTRY","tourist attraction",5,"","kochi",9.869678499999997,76.26630899999999
"KANNAMALY PUTHENTHODE BEACH,KOCHI","tourist attraction",5,"","kochi",9.8688035,76.2636818
"Lake view at kumbalam","tourist attraction",3.8,"","kochi",9.894799999999998,76.30757779999999
"Kumbalangi wooden bridge","tourist attraction",4.5,"","kochi",9.869375,76.278719
"Kumbalam","tourist attraction",0,"","kochi",9.902169799999998,76.3103929
"Vembanad Lake-Aroor","tourist attraction",4.3,"","kochi",9.888508399999997,76.30612579999999
"Colonel's Homestay","tourist attraction",4.3,"","kochi",9.906196699999999,76.3198875
"Tirunettoor Mahadeva Temple","hindu temple",4.8,"","kochi",9.9282436,76.31071759999999
"Vacation Designers","tourist attraction",4.9,"","kochi",9.9272829,76.31155509999999
"JT taxi service","tourist attraction",4.9,"","kochi",9.9282678,76.31451880000002
"Lake View Point","tourist attraction",4,"","kochi",9.920178000000002,76.3204038
"Nettoor Konthuruthy Kadavu","tourist attraction",0,"","kochi",9.9418829,76.3053288
"Ferry View Point","tourist attraction",4.6,"","kochi",9.9350072,76.3145418
"View point udayathumvathil","tourist attraction",4.7,"","kochi",9.9148079,76.3236617
"Selam","tourist attraction",4,"","kochi",9.878512699999998,76.3036376
"View Point","tourist attraction",4.3,"","kochi",9.9236375,76.32323889999999
"MARIMAYAM","tourist attraction",0,"","kochi",9.8795383,76.3079862
"Aryvi View Point","tourist attraction",4.4,"","kochi",9.944253999999999,76.30618270000001
"Babilon City, Makrimada","tourist attraction",0,"","kochi",9.9460274,76.3032695
"LAKE BAY CRUISES (Backwater Boating )","tourist attraction",4.2,"","kochi",9.9279015,76.3226505
"Makrimada River","tourist attraction",0,"","kochi",9.946004600000002,76.3063969
"Maradu Municipality Royal Walkway Anju Thaikal Bund Road","tourist attraction",4,"","kochi",9.9338242,76.3205067
"Indo-Portuguese Museum","tourist attraction",3.8,"","kochi",9.9620603,76.24012859999999
"Kochi Tour","travel agency",4.5,"","kochi",9.960174199999999,76.2408836
"The Sacred Lotus","tourist attraction",4.8,"","kochi",9.961341899999997,76.2382248
"Cat Paradise","tourist attraction",0,"","kochi",9.962327,76.241677
"Bishop's House, Fort Cochin","tourist attraction",4.6,"","kochi",9.962345299999999,76.23997539999999
"Peter celli street","tourist attraction",4.4,"","kochi",9.9642979,76.2416223
"Fort Kochi Beach","tourist attraction",4.3,"","kochi",9.9637158,76.23746109999999
"Vasco BigB House","tourist attraction",4.2,"","kochi",9.965899000000002,76.241478
"Big B Shooting Location","tourist attraction",4.4,"","kochi",9.966016699999999,76.2414345
"Messi’s graffiti","tourist attraction",4.7,"","kochi",9.9664542,76.2427347
"Fort Kochi","tourist attraction",5,"","kochi",9.9663674,76.24158709999999
"Fort Kochi View Point","tourist attraction",4.5,"","kochi",9.965708,76.237989
"Jail of Freedom Struggle","tourist attraction",4.3,"","kochi",9.9672431,76.24374499999999
"Vypin Tank Farm view","tourist attraction",0,"","kochi",9.966579699999999,76.2388378
"Fort Kochi Wings","tourist attraction",4.4,"","kochi",9.967367,76.24157
"Bastion Bungalow","tourist attraction",4.2,"","kochi",9.9673645,76.2412429
"Little Flower Syro-Malabar Church, Elamkulam","tourist attraction",4.6,"","kochi",9.9683774,76.30340590000002
"Lumiere Holidays( Best tour operator)","tourist attraction",4.8,"","kochi",9.9640325,76.3181014
"Sree Chimpeswary Square","tourist attraction",0,"","kochi",9.9518022,76.29941649999999
"Cholan Tours Pvt. Ltd - Cochin","tourist attraction",4.5,"","kochi",9.959762,76.2960611
"smoke spot","tourist attraction",0,"","kochi",9.9497445,76.31192329999999
"Makrimada Backwaters","tourist attraction",0,"","kochi",9.954548699999998,76.3138109
"Chinese fishingnets","tourist attraction",4.2,"","kochi",9.9546336,76.31383269999999
"Astrin view point","tourist attraction",5,"","kochi",9.931897200000002,76.3232144
"Kerala Holidays Pvt. Ltd. केरल टूर पैकेज","tourist attraction",4.7,"","kochi",9.9577232,76.31888219999999
"Kettezhuthum Kadavu","tourist attraction",4.5,"","kochi",9.931913699999999,76.3242487
"Attupuram Kadavu","tourist attraction",3.3,"","kochi",9.930814300000002,76.3250011
"Bolgatty Palace and Island Resort","tourist attraction",4.3,"","kochi",9.984202499999999,76.2672114
"National Shrine Basilica of Our Lady of Ransom - Vallarpadam","tourist attraction",4.8,"","kochi",9.9898879,76.25014159999999
"Venue of Kochi Muzhiris Bienville, DLF Aspinwall House","tourist attraction",4.5,"","kochi",9.9681377,76.2469052
"Aspinwall House","tourist attraction",4.5,"","kochi",9.968579799999999,76.24647039999999
"Night kirkk spot","tourist attraction",0,"","kochi",9.9681737,76.2432091
"Vasco da Gama Beach","tourist attraction",4.1,"","kochi",9.967668299999998,76.2408083
"Chinese Fishing Nets","tourist attraction",4.3,"","kochi",9.968395899999999,76.2422419
"Kochi Tuk Tuk heritage Tour","tourist attraction",4.9,"","kochi",9.968886200000002,76.2515615
"Vypin Walk Way","tourist attraction",4.2,"","kochi",9.9727484,76.2441553
"Fort Kochi Beach View Point","tourist attraction",4.3,"","kochi",9.972719399999999,76.2408347
"Church of Our Lady of Hope","tourist attraction",4.7,"","kochi",9.9733207,76.2432809
"Vypin Ferry and Bus stand","tourist attraction",3.7,"","kochi",9.9735383,76.2442482
"Mini Beach, Fort Vypin","tourist attraction",4.3,"","kochi",9.972867599999999,76.24033279999999
"Vypin dead end view point","tourist attraction",4.2,"","kochi",9.973912799999999,76.2446076
"Kumaranandhayogam Sri Rajarajeswary Temple","hindu temple",4.8,"","kochi",9.9759899,76.2419772
"St. Francis Xavier's Roman Catholic Church","tourist attraction",4.7,"","kochi",9.9858648,76.2943904
"Sree Murugan Temple","hindu temple",4.8,"","kochi",9.968908699999998,76.2821263
"Pollinator Garden at Subhash Chandra Bose Park","tourist attraction",4.5,"","kochi",9.9709448,76.27954199999999
"Diamond View Point","tourist attraction",4.2,"","kochi",9.974414300000001,76.26746299999999
"Subhash Bose Park","park",4.5,"","kochi",9.971507599999999,76.27941179999999
"Marine Drive Station","tourist attraction",4.5,"","kochi",9.9727164,76.2783729
"COCHIN MARINE DRIVE GATEWAY & WALKWAY","tourist attraction",4.5,"","kochi",9.9728491,76.2786103
"Marine view point","tourist attraction",4.4,"","kochi",9.9738531,76.2777761
"Marine drive kochi","tourist attraction",4.4,"","kochi",9.9752184,76.27728789999999
"Coconut Museum","museum",3.6,"","kochi",9.9697801,76.28670489999999
"Salem Mar Thoma Syrian Church, Ernakulam","tourist attraction",4.8,"","kochi",9.976814,76.2834862
"Lazza iDrive","tourist attraction",3.8,"","kochi",9.9763805,76.3180835
"Elamkulam Photo Point","tourist attraction",5,"","kochi",9.966872000000002,76.30746649999999
"Vyttila Pink Trumpet Tree - Bloom 🌸","tourist attraction",3.7,"","kochi",9.96764,76.3105011
"Ernakulam, india","tourist attraction",0,"","kochi",9.9800857,76.2759066
"MarineDriveBridge","tourist attraction",5,"","kochi",9.979816999999999,76.2751229
"Mazhavil paalam","tourist attraction",4.1,"","kochi",9.9798779,76.27504929999999
"Rainbow Hanging Bridge","tourist attraction",4.2,"","kochi",9.9799094,76.2750369
"Artville Gallery","museum",3.8,"","kochi",9.9621607,76.25741880000001
"Cochin Port Maritime Heritage Museum","museum",4.2,"","kochi",9.968968799999999,76.2610116
"Kerala Folklore Museum","museum",4.3,"","kochi",9.932961599999999,76.2990524
"The Grey Book Museum & Archives","museum",4.7,"","kochi",9.966421200000001,76.2416387
"Cochin harbour terminus pf 1","museum",0,"","kochi",9.9535043,76.269713
"SPR Perfume Museum","clothing store",4.9,"","kochi",9.955560899999998,76.2600983
"Paradesi Jewish Museum","museum",4.8,"","kochi",9.957473199999999,76.2594268
"pancheera poul road","museum",0,"","kochi",9.957864499999998,76.25553649999999
"T D COMMUNITY CULTURAL MUSEUM","museum",4,"","kochi",9.956834200000001,76.2519005
"Wellingdon Island Warehouse","museum",4.4,"","kochi",9.9650634,76.26310269999999
"BMS Warehouse","museum",5,"","kochi",9.9654963,76.25464439999999
"Egypt Crafts","museum",5,"","kochi",9.9685641,76.2515275
"Kerala Village Emporium","jewelry store",3.6,"","kochi",9.968295399999999,76.2477931
"Street Art Magic Kochi","museum",0,"","kochi",9.9653449,76.2398406
"OCEANART","museum",5,"","kochi",9.964513199999997,76.2387814
"Ernakulam District Heritage Museum","museum",4.2,"","kochi",9.967285799999999,76.2411836
"Kannamaly beach water tank","museum",5,"","kochi",9.8818897,76.2607635
"Advaid ka ghar","museum",0,"","kochi",9.959792,76.3076237
"National Marine Biodiversity Museum","museum",4.1,"","kochi",9.9886754,76.272291
"Top Dolls","museum",4.8,"","kochi",9.9798933,76.2781547
"My Masters Wholesale Toy Shop","museum",4.2,"","kochi",9.9806024,76.2779077
"Catholic Art Museum","museum",3.8,"","kochi",9.9825944,76.2759881
"Royal Kennel Services","pet store",4.9,"","kochi",9.933395100000002,76.2618086
"COPT Avenue Walkway","park",4.4,"","kochi",9.934166,76.2731453
"COPT Park","park",4.3,"","kochi",9.933831799999998,76.2736646
"Chill spot","park",5,"","kochi",9.932781300000002,76.2756364
"Vathuruthy Park","park",3.7,"","kochi",9.9365148,76.2753869
"Santhom colony park","park",4.2,"","kochi",9.9303431,76.2575475
"Chirakal Park","park",4.2,"","kochi",9.9220916,76.2638662
"P R Mathew Park","park",4,"","kochi",9.922044699999999,76.2636888
"Tip Top Azeez Memorial Ground","park",3.5,"","kochi",9.9431364,76.25578709999999
"Kochi night walkway","park",5,"","kochi",9.929240700000001,76.2839194
"Kadebhagam Park - Pandit Karuppan Square","park",3.9,"","kochi",9.9218079,76.28208409999999
"CASA LACUS","park",5,"","kochi",9.9137547,76.26547880000001
"COCHIN PORT WALKWAY","park",4.6,"","kochi",9.928593399999999,76.2849765
"Willingdon Island","park",4.4,"","kochi",9.948360800000001,76.275649
"COPT Park","park",4.4,"","kochi",9.9280897,76.28650569999999
"SURJA","park",0,"","kochi",9.948642200000002,76.2585883
"IMU FLAG MAST","park",0,"","kochi",9.928808399999998,76.2875196
"Corporation park","park",3.8,"","kochi",9.9117909,76.2739955
"Kochunni master childrens park","park",3.8,"","kochi",9.9466529,76.2534719
"YMCA Children's Park","park",5,"","kochi",9.9466632,76.25347889999999
"ICCI Park","park",3.7,"","kochi",9.946659499999997,76.2534716
"Swargam","park",0,"","kochi",9.911061699999998,76.2740415
"Saudi park","park",0,"","kochi",9.9363979,76.2451363
"samoosa park/ chesspark nazareth","park",4,"","kochi",9.9456305,76.24861709999999
"Diamond Park","park",3.8,"","kochi",9.945822399999999,76.2485853
"St john Park","park",5,"","kochi",9.944754,76.2448443
"Santhinagar Childrens Park","park",0,"","kochi",9.9524127,76.2518269
"Tokyo puzhavaram","park",4.9,"","kochi",9.9044133,76.27135
"Sacred Heart College Sunset View Point","park",4.4,"","kochi",9.9386908,76.294435
"Children Park Mattancherry","park",3.5,"","kochi",9.9581462,76.2602899
"Stone Park","park",3,"","kochi",9.938838699999998,76.2955551
"Dhobi Khana Park","park",3.5,"","kochi",9.951434700000002,76.24406309999999
"Pallathuraman Memorial Park","park",4.2,"","kochi",9.952254899999998,76.24429239999999
"Thevara Mangroves","park",5,"","kochi",9.9315286,76.2987521
"Hrudayatheeram","park",0,"","kochi",9.939971,76.29811
"Perumpadapp Park","park",2.8,"","kochi",9.902232699999999,76.2820388
"Padashekharam Walkway","park",4.1,"","kochi",9.9070986,76.2911565
"Kasthurba nagar new parak","park",0,"","kochi",9.9462536,76.29835539999999
"Pandit karuppan memorial park","park",0,"","kochi",9.9283681,76.30197629999999
"Kasthurba Nagar Park","park",4,"","kochi",9.946768800000001,76.2985052
"Park Area","park",3.4,"","kochi",9.927963199999997,76.30235449999999
"Cochin Shipyard Officers Recreation Club","park",0,"","kochi",9.961318300000002,76.2850204
"Kumbalangi Park","park",4.2,"","kochi",9.8993348,76.2829397
"Thamarakulam Park","park",3.8,"","kochi",9.9571849,76.2426653
"thamarakulam children's park","park",0,"","kochi",9.9572348,76.24263479999999
"Konthuruthy River View Park","park",4.3,"","kochi",9.9363034,76.3032846
"Lakeside walkway Konthuruthy","park",4.5,"","kochi",9.9362625,76.3036343
"Foreshore Road View Point","park",4.6,"","kochi",9.964385799999999,76.2823841
"Rabbani house","park",0,"","kochi",9.9611872,76.2460526
"The Streetscape","park",4.5,"","kochi",9.9489866,76.299795
"Panampilly nagar walkway","park",4.5,"","kochi",9.949644499999998,76.2997994
"Koithara Park","park",3.9,"","kochi",9.9515568,76.2991342
"GCDA Park","park",3.9,"","kochi",9.9492545,76.3011298
"Panampilly Walkway","park",4.5,"","kochi",9.953811499999999,76.29872979999999
"APJ Abdul Kalam Park","park",4.8,"","kochi",9.9301069,76.3064536
"Pattalam meckanzy garden 2","park",0,"","kochi",9.9607227,76.2418592
"Willingdon island Park Walkway","park",4.4,"","kochi",9.970215999999999,76.26117359999999
"GCDA Children's Park","park",3.4,"","kochi",9.957841699999998,76.2968922
"Rajendra Maidan park kochi","park",4.5,"","kochi",9.9685211,76.28074629999999
"Nandavanam Park","park",0,"","kochi",9.958470199999999,76.29668769999999
"Lightscape Edakochi","park",4.4,"","kochi",9.893663799999997,76.295991
"Sneharamam","park",3.5,"","kochi",9.8884415,76.2978514
"Michaels Land Homestay Resort","park",4,"","kochi",9.873564999999997,76.274728
"Cheruvally junction","park",0,"","kochi",9.8760584,76.2870781
"Sundari Valavu","park",0,"","kochi",9.915004399999999,76.3113704
"S N Square","park",5,"","kochi",9.892918599999998,76.3257964
"Kundannoor North Mini Park","park",4,"","kochi",9.948872999999999,76.31225119999999
"Parade Ground","campground",4.4,"","kochi",9.964920199999998,76.240489
"Sea view","park",0,"","kochi",9.9657787,76.2421147
"Poovath street open park","park",4.4,"","kochi",9.9665378,76.24630909999999
"Nehru Park Fort Kochi","park",4.3,"","kochi",9.9676833,76.24253329999999
"Fort Vypin Beach Park","park",4.3,"","kochi",9.972487,76.24212500000002
"Garden work (Garden City)","park",0,"","kochi",9.9544188,76.3020059
"Ayyapan Ground","park",5,"","kochi",9.959337999999999,76.2968748
"Diamond Park","park",5,"","kochi",9.959477999999999,76.29780579999999
"Kochi Nagara Sabha Silver Park","park",4.5,"","kochi",9.9598797,76.2975987
"Panapilly nagar new walkway","park",4.4,"","kochi",9.959604500000001,76.2984093
"Chilavannur Kadavu","park",4.3,"","kochi",9.9497439,76.3118683
"MIG Park","park",2,"","kochi",9.960607099999997,76.29670329999999
"GOLDEN PARK","park",4.3,"","kochi",9.9605509,76.2974189
"Girinagar park","park",4.1,"","kochi",9.9600034,76.29945099999999
"K V Colony Park","park",3.7,"","kochi",9.961601699999997,76.2963688
"Desire park","park",0,"","kochi",9.962303799999999,76.2964224
"Panampilly Nagar Children Play Area","park",4.1,"","kochi",9.962630299999999,76.2960148
"Babilonia Central Park","park",0,"","kochi",9.9628449,76.2963802
"Panampilly Nagar Central Park","park",4.3,"","kochi",9.962897,76.2963319
"Jogging track","park",4.4,"","kochi",9.962867199999998,76.2965964
"Green Park","park",4.4,"","kochi",9.962839999999998,76.2973006
"Ladies Recreation Club's Park","park",4.5,"","kochi",9.962536199999997,76.29834559999999
"Puthuvype Mangroves","park",4.6,"","kochi",9.977353599999999,76.2340351
"Valiyaparambil Garden","park",0,"","kochi",9.9884945,76.25162329999999
"Rosary Park","park",4.7,"","kochi",9.9891086,76.24999389999999
"Entrance Gate - Subash Bose Park","park",3.8,"","kochi",9.971286599999997,76.2800697
"Indira Priyadarsini Children's Park","park",4.1,"","kochi",9.973797799999998,76.2784792
"Toy Train","park",0,"","kochi",9.9740769,76.2784262
"Children's Boating Pool","park",4.6,"","kochi",9.9733904,76.2789334
"Kochi Refineries Park","park",0,"","kochi",9.975276899999999,76.278233
"മാലാഖകുളം, മഹാരാജാസ്","park",4.5,"","kochi",9.970445000000002,76.281707
"Marine Drive Walkway Entrance","park",4.1,"","kochi",9.976785900000001,76.2773778
"Kochi Kaayal view","park",0,"","kochi",9.9771685,76.2773228
"Berlin Bench","park",4.7,"","kochi",9.970396299999999,76.2826245
"Rayner mukku","park",0,"","kochi",9.9668376,76.2871397
"Conference place","park",0,"","kochi",9.9687156,76.2863967
"New Marine Drive","park",4.5,"","kochi",9.986309199999999,76.2718072
"K P Park","park",2,"","kochi",9.963439699999999,76.29597960000001
"Park","park",3.6,"","kochi",9.964546200000001,76.2960574
"Videocon Park","park",4.1,"","kochi",9.9651459,76.2963001
"Elders Forum, Elders Forum Park.","park",3.6,"","kochi",9.965012099999997,76.29743359999999
"Jawahar Nagar Central Park","park",3,"","kochi",9.972259099999997,76.3006235
"Kochi","locality",0,"","kochi",9.9312328,76.26730409999999
"Hotel Abad Fort Kochi | Chullikkal","cafe",4.1,"","kochi",9.945172000000001,76.25798
"KV Residency","lodging",4,"","kochi",9.945172000000001,76.25798
"ATS Willingdon Hotel","lodging",3.9,"","kochi",9.9374357,76.2721583
"ChicKing","meal delivery",3.8,"","kochi",9.935359,76.2564402
"Pathum Thirumala Devaswom Temple","hindu temple",4.8,"","kochi",9.925329399999999,76.26924199999999
"OSSOS Apartment","point of interest",4.3,"","kochi",9.9342504,76.26365349999999
"Aans Aash","jewelry store",4.5,"","kochi",9.9355505,76.2615987
"Brahma Tours & Travels","car rental",4.9,"","kochi",9.931365399999999,76.2668748
"Cabbon Entertainments","florist",5,"","kochi",9.931232,76.267304
"Baby Marine International","food",4.3,"","kochi",9.9329667,76.26590519999999
"Best Bakery & Sweets.","bakery",3.7,"","kochi",9.9351224,76.26222469999999
"Chennatt Electricals","point of interest",4.5,"","kochi",9.9349782,76.2637468
"A S Marine Industries Private Limited","food",3.8,"","kochi",9.9278029,76.2734372
"Ernakulam District Co-Operative Bank Anrikkattu Branch","finance",3.7,"","kochi",9.935395600000001,76.2620835
"Rozario's Restaurant","restaurant",3.9,"","kochi",9.935649999999999,76.260486
"ST JOSEPH'S COLLEGE THOPPUMPADY","university",3.8,"","kochi",9.9351604,76.2623376
"ICAR-CIFT","point of interest",4.5,"","kochi",9.9392092,76.2685351
"Hilton Fitness Systems","point of interest",4,"","kochi",9.9355473,76.2725578
"Time House","point of interest",5,"","kochi",9.931100599999999,76.2671689
"LIC of India, Branch Office","point of interest",3.9,"","kochi",9.935422599999999,76.2574775
"Baby Marine Group.","food",4.1,"","kochi",9.9312385,76.2687339
"Prasanth Homoeo Medicines","supermarket",4.4,"","kochi",9.935510699999998,76.2602526
"Kunnathunad Taluk Sndp Union Office","point of interest",5,"","kochi",9.9312328,76.26730409999999
"Meow Technologies","point of interest",4,"","kochi",9.939247,76.259625
"SARASWATHI METAL WORKS","store",4.4,"","kochi",9.9318295,76.2661457
"United Business Centre","point of interest",4,"","kochi",9.939247,76.259625
"SBI Branch Thoppumpadi","bank",3.3,"","kochi",9.932601499999997,76.2657562
"IndianOil","gas station",4,"","kochi",9.9369211,76.262604
"Cochin Bakers","bakery",4.2,"","kochi",9.9357598,76.2611119
"DON BOSCO SNEHABHAVAN PALLURUTHY","point of interest",4.6,"","kochi",9.9298785,76.2696084
"J M Management Studies","point of interest",5,"","kochi",9.929914899999998,76.2595953
"Cochin Paints","painter",4.5,"","kochi",9.9339575,76.264398
"Snow White Homecare Private Limited","clothing store",5,"","kochi",9.923684,76.2677999
"State Bank ATM","atm",4.3,"","kochi",9.9389143,76.2690598
"Muthoot FinCorp Gold Loan","finance",4.9,"","kochi",9.9357698,76.2611129
"Paragon Sea Foods","food",4,"","kochi",9.926388599999997,76.2747486
"Chester Metal Industries","store",4.7,"","kochi",9.93271,76.2645991
"Bell Foods","food",4,"","kochi",9.931254999999998,76.263192
"Palluruthy Mandalam Service Co-operative Bank","finance",3,"","kochi",9.929012700000001,76.2691782
"Hotel Geo","lodging",3.7,"","kochi",9.934450900000002,76.2642156
"Eye & Lens","health",5,"","kochi",9.935238699999998,76.26323719999999
"CHANDARIA TOURS & TRAVELS SERVICES","travel agency",5,"","kochi",9.939281,76.2596154
"St Francis Boys Home","point of interest",4.2,"","kochi",9.9410961,76.2609113
"Profand Vayalat Marine Exports Private Limited","point of interest",4.1,"","kochi",9.9260602,76.274636
"Navin Creations – The Baptism & Holy Communion Studio","clothing store",4.9,"","kochi",9.9318926,76.25952
"Hahnemann Homoeopathic Medical Centre","doctor",5,"","kochi",9.9217032,76.2656585
"Deepa College Thoppumpady | Tenth, Plus Two, Degree, PG, LLB, B.Ed, M.Ed Courses","university",4.7,"","kochi",9.9367472,76.2610545
"Interfield Laboratories","point of interest",4.4,"","kochi",9.9398705,76.25941200000001
"Circle Inspector of Police","police",0,"","kochi",9.9275339,76.2714956
"Bank of India","bank",2.8,"","kochi",9.9314606,76.2646913
"Omo Kids Store","point of interest",3.5,"","kochi",9.9357068,76.2586539
"HDFC Bank","bank",2.5,"","kochi",9.920752400000001,76.2738671
"good news link","place of worship",2.5,"","kochi",9.9312328,76.26730409999999
